bedrooms,bathrooms,sqft,lot_size_acres,age_years,distance_city_center_km,crime_rate_index,school_rating,price
3.0,1.0,3437.0,0.9,64.0,17.74,5.82,4.0,989264.39
3.0,2.0,3061.0,0.72,56.0,26.83,6.5,9.0,978867.29
5.0,2.0,2603.0,0.94,54.0,18.31,4.64,8.0,1064758.74
2.0,3.0,2348.0,0.62,52.0,24.49,5.33,1.0,759334.78
5.0,2.0,3843.0,0.5,55.0,13.46,0.44,2.0,1184550.82
2.0,2.0,3959.0,0.11,8.0,22.75,6.43,2.0,1004269.3
3.0,3.0,4106.0,0.69,21.0,27.48,0.91,8.0,1251263.21
,,,,,,,,
5.0,2.0,2760.0,0.99,47.0,6.24,3.0,4.0,1091371.24
5.0,2.0,3535.0,0.28,17.0,8.8,5.5,10.0,1192476.78
2.0,2.0,2769.0,0.55,75.0,6.76,1.42,5.0,836499.25
4.0,3.0,2167.0,0.67,39.0,8.16,6.95,9.0,963948.51
2.0,2.0,1845.0,0.66,16.0,9.89,7.97,7.0,750740.33
5.0,2.0,4302.0,0.58,14.0,17.1,1.72,8.0,1381313.45
5.0,3.0,638.0,0.79,14.0,18.05,1.13,9.0,748001.41
1.0,1.0,3144.0,0.24,78.0,13.37,1.54,7.0,775188.51
5.0,3.0,1379.0,0.74,62.0,18.85,8.78,5.0,771729.62
1.0,1.0,1856.0,0.64,38.0,3.37,5.33,5.0,640818.2
4.0,3.0,3590.0,0.9,12.0,3.55,4.73,10.0,1294104.85
2.0,3.0,4201.0,0.85,31.0,5.98,1.16,6.0,1276740.99
2.0,2.0,2796.0,0.35,8.0,16.02,6.53,5.0,868838.93
1.0,1.0,4068.0,0.31,39.0,7.21,8.69,9.0,1099880.99
2.0,2.0,3669.0,0.98,19.0,9.22,8.3,3.0,1125207.39
5.0,1.0,3308.0,0.55,76.0,12.61,6.3,3.0,1056868.8
3.0,3.0,4309.0,0.91,79.0,24.54,0.85,7.0,1292393.86
1.0,3.0,2527.0,0.21,72.0,1.4,1.21,7.0,744363.77
2.0,1.0,901.0,0.66,62.0,19.83,0.59,6.0,414268.52
1.0,2.0,4031.0,0.82,75.0,20.4,2.65,3.0,1051015.29
1.0,2.0,2885.0,0.95,43.0,24.16,1.44,7.0,918606.69
3.0,2.0,1246.0,0.37,37.0,28.05,2.67,5.0,566023.3
5.0,2.0,1262.0,0.74,59.0,1.58,3.91,7.0,766862.04
1.0,3.0,2883.0,0.56,70.0,5.46,9.44,2.0,835278.27
2.0,3.0,2359.0,0.11,47.0,26.7,6.14,6.0,706350.78
4.0,3.0,2850.0,0.71,17.0,14.3,8.37,8.0,1071504.59
1.0,3.0,855.0,0.71,15.0,17.37,7.13,1.0,449748.73
1.0,3.0,1197.0,0.93,54.0,20.23,1.21,4.0,543774.07
3.0,2.0,1261.0,0.52,38.0,20.69,7.39,1.0,554604.84
5.0,2.0,834.0,0.27,67.0,28.02,2.82,1.0,516370.32
4.0,2.0,1968.0,0.09,58.0,29.91,6.43,10.0,717163.65
2.0,2.0,12724.0,0.44,61.0,21.88,3.48,8.0,5548875.12
4.0,3.0,3507.0,0.34,12.0,9.33,9.98,7.0,1175454.58
2.0,3.0,4468.0,0.77,5.0,26.51,2.71,10.0,1339705.98
5.0,3.0,4452.0,0.39,76.0,2.43,2.86,1.0,1303913.7
2.0,1.0,4137.0,0.95,59.0,7.7,9.31,2.0,1148028.87
3.0,2.0,1369.0,0.96,13.0,27.02,0.34,4.0,664446.46
3.0,2.0,3188.0,0.64,53.0,8.43,7.0,1.0,969283.74
3.0,3.0,812.0,0.93,3.0,7.4,7.28,3.0,654041.89
3.0,2.0,1062.0,0.77,38.0,5.01,8.38,8.0,664892.9
4.0,2.0,3083.0,0.57,71.0,25.91,9.75,8.0,1025991.19
5.0,3.0,882.0,0.22,24.0,15.5,9.76,8.0,678880.63
2.0,1.0,4233.0,0.49,76.0,20.57,0.75,6.0,1098903.33
2.0,1.0,4278.0,0.58,31.0,7.93,8.24,6.0,1143036.48
3.0,1.0,2086.0,0.87,58.0,22.98,6.5,5.0,774297.41
3.0,3.0,2030.0,0.51,62.0,23.04,6.51,9.0,813538.13
1.0,2.0,687.0,0.9,37.0,10.07,1.37,4.0,408649.5
5.0,3.0,1667.0,0.69,52.0,12.91,6.54,10.0,881400.72
4.0,3.0,1060.0,0.18,66.0,7.08,9.83,7.0,621965.75
,,,,,,,,
1.0,1.0,4354.0,0.55,2.0,19.72,4.45,9.0,1129918.5
1.0,1.0,3068.0,0.42,79.0,28.1,0.5,7.0,809433.5
2.0,3.0,2324.0,0.68,21.0,9.8,3.69,10.0,906575.8
4.0,1.0,1976.0,0.15,37.0,23.67,8.28,9.0,723988.11
1.0,3.0,3343.0,0.65,71.0,23.21,7.04,7.0,924980.12
1.0,3.0,1114.0,0.52,71.0,21.06,4.65,2.0,439107.78
5.0,2.0,1302.0,0.44,61.0,29.0,0.65,6.0,647118.19
4.0,2.0,2253.0,0.96,56.0,12.41,4.33,10.0,973194.5
1.0,2.0,2666.0,0.55,5.0,4.79,4.74,4.0,850842.67
4.0,3.0,622.0,0.26,77.0,20.48,9.29,3.0,453383.73
2.0,2.0,3060.0,0.49,31.0,22.15,6.45,2.0,894185.0
3.0,1.0,1653.0,0.92,9.0,17.68,3.19,6.0,735574.6
1.0,1.0,2430.0,0.22,2.0,7.0,5.3,8.0,739039.81
5.0,3.0,2755.0,0.25,58.0,15.63,0.75,6.0,1001460.28
2.0,3.0,4038.0,0.06,75.0,10.05,9.73,9.0,1097040.34
4.0,2.0,1904.0,0.06,48.0,13.4,3.66,5.0,719163.04
2.0,3.0,3799.0,0.84,58.0,19.71,4.83,2.0,1110385.99
1.0,3.0,3900.0,0.75,30.0,22.61,3.62,8.0,1154586.17
4.0,1.0,1734.0,0.39,68.0,7.73,6.86,9.0,723221.26
3.0,1.0,2783.0,0.71,61.0,12.75,6.66,10.0,916531.96
2.0,2.0,961.0,0.43,51.0,8.81,7.18,4.0,474530.95
1.0,3.0,3857.0,0.96,40.0,6.76,2.75,6.0,1183108.41
5.0,3.0,4327.0,0.97,30.0,23.72,3.23,10.0,1464093.45
4.0,1.0,4255.0,0.42,21.0,27.37,1.34,8.0,1214109.63
2.0,3.0,2776.0,0.86,3.0,11.74,6.59,9.0,1013802.23
,,,,,,,,
3.0,2.0,1884.0,0.34,44.0,27.01,6.02,6.0,667672.86
3.0,1.0,1114.0,0.27,41.0,25.54,8.71,4.0,494560.91
5.0,3.0,1048.0,0.49,48.0,6.3,8.92,5.0,687283.63
5.0,2.0,2523.0,0.79,19.0,28.73,4.55,7.0,1039926.35
1.0,1.0,3775.0,0.96,76.0,11.92,4.65,9.0,1033130.39
1.0,1.0,2106.0,0.78,53.0,10.84,0.86,10.0,691555.25
5.0,2.0,1847.0,0.86,35.0,2.81,6.74,6.0,916193.51
5.0,2.0,2455.0,0.62,0.0,15.1,8.23,6.0,988624.22
4.0,1.0,1473.0,0.84,14.0,4.16,2.52,8.0,781707.44
3.0,3.0,4162.0,0.8,76.0,8.21,4.27,4.0,1228294.13
1.0,1.0,3120.0,0.41,16.0,10.19,8.4,3.0,857821.47
3.0,2.0,3681.0,0.57,23.0,24.46,8.78,7.0,1114124.99
3.0,1.0,2028.0,0.81,57.0,26.39,2.51,5.0,702294.98
5.0,2.0,2949.0,0.09,71.0,9.77,5.55,2.0,924044.27
4.0,2.0,2878.0,0.82,22.0,25.9,2.01,2.0,1013893.94
2.0,3.0,2354.0,0.22,45.0,25.86,1.11,6.0,780266.84
4.0,2.0,1522.0,0.54,71.0,23.17,9.12,8.0,686594.5
4.0,2.0,3737.0,0.82,7.0,5.25,8.22,1.0,1195902.07
3.0,3.0,3584.0,0.29,58.0,21.02,7.62,6.0,1075530.73
4.0,2.0,2759.0,0.28,58.0,28.41,0.58,2.0,868701.27
1.0,3.0,1636.0,0.43,12.0,20.79,8.45,2.0,626025.79
,,,,,,,,
1.0,2.0,3147.0,0.05,27.0,15.52,3.49,10.0,856703.06
2.0,2.0,3579.0,0.91,60.0,19.73,5.51,1.0,1028422.77
3.0,1.0,3245.0,0.2,15.0,15.81,1.0,6.0,956406.58
2.0,3.0,2881.0,0.99,1.0,4.48,7.59,7.0,1055447.53
3.0,1.0,3249.0,0.96,16.0,10.05,5.87,8.0,1092737.77
5.0,2.0,913.0,0.52,29.0,24.27,1.95,7.0,644184.48
4.0,1.0,3213.0,0.54,12.0,25.98,1.96,6.0,1041530.76
5.0,3.0,3683.0,0.51,12.0,4.98,1.92,9.0,1322020.14
2.0,1.0,2856.0,0.65,42.0,28.62,0.66,3.0,792098.17
4.0,3.0,2597.0,0.14,20.0,10.54,5.92,6.0,921311.55
3.0,2.0,1637.0,0.08,54.0,20.21,8.42,4.0,580973.78
4.0,2.0,2256.0,0.1,39.0,22.8,0.27,2.0,758121.39
1.0,3.0,4089.0,0.47,14.0,24.55,0.59,1.0,1098124.54
4.0,2.0,4108.0,0.31,72.0,28.43,5.77,1.0,1114621.08
1.0,2.0,4048.0,0.64,51.0,10.07,8.21,10.0,1149528.71
4.0,2.0,3691.0,0.99,73.0,25.9,3.33,3.0,1134891.13
1.0,2.0,3234.0,0.42,52.0,4.82,3.56,4.0,877894.28
2.0,3.0,2378.0,0.6,51.0,21.45,6.0,2.0,765503.72
5.0,1.0,4406.0,0.44,29.0,22.52,2.81,1.0,1264743.14
3.0,1.0,1614.0,0.85,32.0,20.65,0.36,4.0,679255.04
4.0,2.0,1693.0,0.91,56.0,8.32,7.38,7.0,777697.93
5.0,1.0,4495.0,0.88,51.0,26.32,6.29,10.0,1378258.31
3.0,1.0,3882.0,0.98,8.0,5.9,5.85,6.0,1223994.4
,,,,,,,,
1.0,2.0,1297.0,0.85,0.0,21.81,6.78,9.0,627823.1
2.0,1.0,2779.0,0.76,43.0,14.79,2.14,2.0,807745.29
2.0,3.0,4294.0,0.27,74.0,25.62,3.59,4.0,1137085.64
5.0,2.0,2004.0,0.96,79.0,12.12,1.35,5.0,898490.19
2.0,3.0,1755.0,0.19,8.0,5.88,1.39,1.0,631571.02
4.0,1.0,1643.0,0.7,31.0,25.26,6.79,8.0,732567.06
2.0,2.0,2529.0,0.26,14.0,16.92,8.6,8.0,824794.4
5.0,3.0,3183.0,0.46,11.0,6.49,9.63,6.0,1152546.36
2.0,2.0,1613.0,0.73,77.0,21.89,6.32,5.0,618832.61
4.0,1.0,826.0,0.59,56.0,15.82,1.92,8.0,582718.51
1.0,3.0,3825.0,0.46,7.0,18.53,1.15,3.0,1050477.62
5.0,1.0,2428.0,0.36,71.0,14.37,8.15,3.0,838353.77
1.0,1.0,4413.0,0.85,26.0,25.03,5.83,2.0,1121296.97
1.0,2.0,2092.0,0.19,61.0,25.06,6.22,5.0,602035.8
1.0,3.0,1421.0,0.46,11.0,21.57,7.84,3.0,566963.16
,,,,,,,,
3.0,1.0,1470.0,0.85,41.0,25.33,8.36,6.0,661743.64
,,,,,,,,
,,,,,,,,
4.0,1.0,2685.0,0.83,42.0,11.53,8.52,4.0,955395.39
4.0,3.0,3589.0,0.89,16.0,26.5,2.93,7.0,1224857.15
2.0,3.0,2395.0,0.57,31.0,22.04,6.44,1.0,816373.03
5.0,3.0,787.0,0.24,39.0,4.27,3.21,1.0,602071.22
3.0,3.0,1680.0,0.29,22.0,12.83,9.58,10.0,752621.89
1.0,2.0,1540.0,0.33,55.0,26.71,0.43,7.0,501247.61
2.0,3.0,3691.0,0.61,5.0,2.37,5.84,7.0,1135476.42
4.0,2.0,2920.0,0.08,49.0,28.88,1.75,1.0,868452.85
3.0,2.0,3790.0,0.65,36.0,20.7,7.15,1.0,1059962.46
3.0,2.0,3230.0,0.4,63.0,19.31,1.84,4.0,929594.11
1.0,1.0,3163.0,0.33,53.0,8.85,2.43,5.0,828841.89
4.0,2.0,3892.0,0.89,71.0,8.21,4.99,5.0,1211971.47
5.0,2.0,1125.0,0.49,48.0,28.32,9.16,4.0,634423.04
3.0,1.0,4186.0,0.14,10.0,9.65,2.2,8.0,1137526.09
1.0,1.0,4399.0,0.84,48.0,23.49,1.53,7.0,1129085.81
5.0,1.0,4412.0,0.1,20.0,12.4,7.61,9.0,1294062.71
4.0,3.0,935.0,0.74,65.0,5.04,5.06,7.0,657360.55
3.0,1.0,3345.0,0.79,62.0,1.31,9.13,10.0,1102042.27
5.0,1.0,1678.0,0.38,27.0,16.78,1.55,1.0,696516.52
5.0,2.0,3147.0,0.83,16.0,29.3,6.49,7.0,1169623.34
5.0,1.0,3547.0,0.54,5.0,11.7,2.41,1.0,1135438.89
,,,,,,,,
3.0,1.0,3183.0,0.09,55.0,10.98,6.87,10.0,896966.98
2.0,3.0,761.0,0.33,27.0,16.1,5.98,8.0,507031.59
4.0,1.0,4341.0,0.93,65.0,13.78,7.57,9.0,1324010.52
1.0,1.0,1193.0,0.42,37.0,26.52,3.16,3.0,439375.54
5.0,1.0,2538.0,0.57,36.0,15.66,4.53,4.0,928079.37
2.0,1.0,2806.0,0.56,67.0,15.72,4.11,4.0,773160.13
1.0,3.0,3859.0,0.61,48.0,5.01,9.84,9.0,1127929.7
2.0,3.0,659.0,0.11,42.0,29.5,2.99,7.0,385300.71
3.0,2.0,3562.0,0.39,35.0,8.25,3.02,3.0,1059733.83
5.0,3.0,4488.0,0.74,57.0,3.13,3.61,10.0,1454705.51
1.0,1.0,3990.0,0.24,12.0,20.23,5.69,5.0,946903.6
1.0,2.0,2501.0,0.24,51.0,18.27,2.6,7.0,739697.11
1.0,2.0,2858.0,0.06,57.0,13.04,9.16,8.0,762411.67
,,,,,,,,
1.0,1.0,1263.0,0.89,59.0,23.77,8.97,2.0,481009.03
2.0,3.0,1732.0,0.1,57.0,6.68,1.12,7.0,684056.93
5.0,1.0,1699.0,0.23,55.0,24.79,6.6,2.0,666821.61
3.0,2.0,1141.0,0.34,27.0,19.81,9.08,7.0,576100.03
3.0,1.0,1937.0,0.75,0.0,13.15,1.77,9.0,823972.46
3.0,1.0,1597.0,0.66,41.0,14.28,9.69,2.0,624099.34
3.0,3.0,1740.0,0.45,47.0,8.44,4.58,7.0,756052.29
2.0,3.0,3574.0,0.77,39.0,22.81,9.46,4.0,1075847.27
,,,,,,,,
5.0,1.0,4375.0,0.9,75.0,10.3,3.09,7.0,1339278.47
1.0,1.0,2666.0,0.83,71.0,18.29,1.96,5.0,766482.04
4.0,3.0,1031.0,0.29,79.0,29.88,3.11,1.0,527725.34
3.0,1.0,4356.0,0.31,3.0,13.62,1.02,5.0,1205696.48
4.0,1.0,1339.0,0.17,37.0,27.7,1.52,3.0,517359.5
5.0,1.0,1973.0,0.37,26.0,11.01,1.14,7.0,852095.18
1.0,3.0,782.0,1.0,8.0,2.59,4.29,6.0,612000.62
1.0,2.0,2760.0,0.44,15.0,6.92,7.98,8.0,857247.03
5.0,2.0,1806.0,0.26,55.0,13.14,1.5,5.0,777280.17
5.0,1.0,3128.0,0.77,75.0,7.37,1.39,2.0,1032333.92
3.0,2.0,1769.0,0.57,30.0,1.01,6.47,9.0,801084.15
1.0,3.0,1430.0,0.19,13.0,27.54,2.05,8.0,543109.56
4.0,3.0,2251.0,0.41,24.0,25.47,1.07,6.0,911074.21
2.0,2.0,1736.0,0.44,33.0,22.53,1.75,10.0,688309.15
2.0,2.0,3410.0,0.77,66.0,5.87,9.24,7.0,1045648.68
5.0,1.0,1075.0,0.07,23.0,4.49,8.23,9.0,629303.94
3.0,2.0,3410.0,0.31,72.0,2.96,3.61,7.0,986522.63
2.0,1.0,1926.0,0.54,25.0,22.0,6.59,3.0,655583.69
1.0,1.0,1570.0,0.31,19.0,27.94,5.42,6.0,473318.77
5.0,3.0,4496.0,0.65,63.0,13.49,6.8,7.0,1427239.45
4.0,3.0,1619.0,0.51,9.0,4.46,6.86,2.0,779507.46
5.0,3.0,1741.0,0.39,66.0,15.86,6.32,3.0,748079.03
4.0,3.0,2436.0,0.95,23.0,11.12,2.73,4.0,1015114.99
5.0,2.0,760.0,0.65,4.0,11.87,0.49,10.0,735171.01
5.0,3.0,3048.0,0.17,66.0,19.02,4.61,6.0,1007442.93
,,,,,,,,
,,,,,,,,
4.0,2.0,1259.0,0.72,79.0,2.03,8.34,5.0,675705.19
5.0,1.0,2375.0,0.21,14.0,29.84,9.92,7.0,845147.51
2.0,2.0,1670.0,0.97,34.0,7.75,1.72,9.0,753822.05
3.0,2.0,2610.0,0.48,75.0,2.56,6.95,9.0,901008.34
3.0,3.0,998.0,0.2,52.0,6.51,6.78,1.0,536110.82
3.0,2.0,2333.0,0.22,43.0,2.13,9.8,1.0,753570.08
4.0,1.0,2182.0,0.14,25.0,12.36,9.86,3.0,730619.73
4.0,1.0,2725.0,0.81,46.0,24.27,6.9,6.0,932233.46
2.0,3.0,2771.0,0.17,33.0,10.9,2.51,2.0,867517.57
3.0,1.0,674.0,0.17,49.0,13.88,8.01,10.0,405197.23
3.0,2.0,2784.0,0.86,11.0,20.59,1.16,1.0,973889.55
,,,,,,,,
4.0,3.0,4071.0,0.08,47.0,25.98,9.11,5.0,1129630.22
3.0,2.0,1436.0,0.1,54.0,26.12,3.89,4.0,526782.35
2.0,3.0,2128.0,0.19,0.0,1.29,6.34,1.0,768543.36
2.0,2.0,1099.0,0.25,65.0,23.56,4.36,4.0,471036.28
3.0,1.0,2196.0,0.68,29.0,14.36,4.43,3.0,748717.55
4.0,3.0,737.0,0.2,2.0,29.68,3.17,2.0,474071.47
2.0,3.0,2697.0,0.16,20.0,15.01,7.65,9.0,855363.94
5.0,2.0,2394.0,0.78,48.0,29.62,9.37,1.0,924483.31
2.0,3.0,1572.0,0.69,61.0,22.88,9.41,7.0,626560.17
1.0,2.0,2242.0,0.46,37.0,8.21,1.83,4.0,735010.08
1.0,2.0,4296.0,0.57,14.0,16.61,8.76,5.0,1167396.18
4.0,2.0,2485.0,0.35,51.0,29.77,7.4,10.0,879080.72
3.0,2.0,2901.0,0.51,78.0,25.87,2.6,5.0,863132.69
2.0,2.0,2529.0,0.26,14.0,16.92,8.6,8.0,824794.4
2.0,3.0,2771.0,0.17,33.0,10.9,2.51,2.0,867517.57
4.0,2.0,642.0,0.76,73.0,2.22,3.07,3.0,539913.61
1.0,1.0,3898.0,0.23,11.0,12.1,5.81,9.0,1038832.01
3.0,1.0,3011.0,0.42,38.0,15.57,2.12,10.0,933169.47
2.0,3.0,836.0,0.3,49.0,12.79,4.87,1.0,438949.33
4.0,2.0,15564.0,0.43,12.0,29.44,3.37,10.0,7029755.040000001
,,,,,,,,
1.0,2.0,2550.0,0.52,28.0,25.09,2.25,7.0,800668.95
2.0,2.0,4125.0,0.27,11.0,18.81,5.17,9.0,1149558.97
2.0,2.0,3877.0,0.6,61.0,28.94,7.2,8.0,1053768.39
3.0,3.0,2411.0,0.58,3.0,4.13,9.77,10.0,989890.83
1.0,1.0,3068.0,0.42,79.0,28.1,0.5,7.0,809433.5
1.0,3.0,3201.0,0.3,67.0,20.12,7.3,2.0,839453.04
4.0,3.0,2197.0,0.37,12.0,9.13,2.66,8.0,948009.99
3.0,3.0,4283.0,0.91,62.0,24.36,2.5,8.0,1273796.35
5.0,2.0,2676.0,0.31,53.0,3.24,4.63,3.0,919698.44
4.0,1.0,1555.0,0.47,8.0,7.1,9.23,2.0,730969.61
3.0,1.0,3237.0,0.56,56.0,21.22,5.4,6.0,941657.21
3.0,1.0,2830.0,0.89,63.0,19.14,7.11,10.0,931298.94
4.0,1.0,4137.0,0.85,54.0,4.64,6.46,10.0,1308820.04
2.0,2.0,3028.0,0.4,61.0,27.04,1.76,10.0,931796.07
1.0,3.0,782.0,1.0,8.0,2.59,4.29,6.0,612000.62
3.0,2.0,2990.0,0.57,21.0,5.88,6.05,8.0,1036070.31
4.0,3.0,1600.0,0.89,26.0,24.88,8.21,4.0,774422.86
3.0,2.0,3061.0,0.72,56.0,26.83,6.5,9.0,978867.29
2.0,2.0,2531.0,0.93,66.0,15.51,8.66,5.0,864189.9
3.0,2.0,3790.0,0.65,36.0,20.7,7.15,1.0,1059962.46
5.0,2.0,3931.0,0.9,36.0,27.33,0.32,2.0,1300877.73
1.0,2.0,2368.0,0.73,49.0,25.34,3.49,3.0,721716.54
