transaction_id,amount,time_in_seconds,customer_age,customer_tenure_months,transaction_location,merchant_category,is_international,card_type,fraud
866,2798.64,5571,43,51,Bangalore,Clothing,0,Debit,0
867,777.05,16209,33,114,Pune,Groceries,0,Debit,0
868,910.46,43148,53,38,Mumbai,Travel,0,Debit,0
869,4309.07,2224,45,24,Bangalore,Luxury,0,Debit,0
870,4730.63,48695,71,51,Delhi,Groceries,1,Debit,0
871,1867.17,32441,46,10,Bangalore,Luxury,0,Debit,0
872,1354.45,39129,64,72,Hyderabad,Groceries,0,Credit,0
873,3220.35,62368,29,21,Mumbai,Travel,0,Debit,0
874,2044.26,44760,54,70,Pune,Luxury,0,Debit,0
875,127.91,23478,47,85,Mumbai,Groceries,0,Credit,0
876,781.61,71854,40,57,Hyderabad,Travel,0,Credit,0
877,3580.15,85716,33,39,Hyderabad,Clothing,0,Credit,0
878,3294.96,12180,31,88,Hyderabad,Travel,0,Credit,0
879,136.45,15372,27,33,Hyderabad,Travel,0,Debit,0
880,1110.64,29796,24,59,Delhi,Clothing,0,Credit,0
881,1156.14,58272,62,18,Pune,Travel,0,Credit,0
882,3359.79,54040,69,56,Hyderabad,Clothing,0,Credit,1
883,99.53,75357,54,92,Hyderabad,Clothing,0,Credit,0
884,521.44,71368,46,57,Bangalore,Clothing,1,Debit,1
885,3999.78,78356,20,116,Pune,Groceries,0,Credit,1
886,893.54,16211,32,96,Mumbai,Luxury,0,Credit,1
887,3264.08,5842,53,76,Pune,Groceries,0,Credit,0
888,1191.68,63115,64,48,Pune,Clothing,0,Credit,0
889,498.11,66852,63,42,Pune,Luxury,0,Debit,0
890,1216.62,45968,69,27,Hyderabad,Luxury,0,Credit,0
891,3611.61,17508,36,74,Hyderabad,Clothing,0,Credit,0
892,4278.63,22005,30,110,Delhi,Luxury,0,Credit,0
893,4151.27,54575,59,52,Mumbai,Luxury,0,Debit,0
894,1986.52,80742,38,42,Bangalore,Groceries,0,Credit,0
895,3340.76,18971,54,32,Pune,Luxury,0,Credit,0
896,1025.72,25599,44,106,Mumbai,Clothing,0,Debit,0
897,1466.45,66914,72,26,Mumbai,Electronics,0,Credit,0
898,4481.78,67055,69,25,Delhi,Electronics,0,Debit,0
899,66.0,5355,46,75,Bangalore,Electronics,0,Debit,0
900,428.46,54120,37,23,Pune,Clothing,0,Credit,0
901,1040.22,74619,42,98,Bangalore,Electronics,1,Credit,0
902,133.63,38342,23,57,Delhi,Groceries,0,Debit,0
903,908.0,85992,53,52,Hyderabad,Clothing,0,Debit,0
904,2915.62,78860,19,104,Mumbai,Clothing,0,Credit,0
905,2107.7,2257,39,87,Pune,Clothing,0,Debit,0
906,4463.47,27364,49,93,Hyderabad,Luxury,0,Debit,1
907,4087.4,24972,33,31,Delhi,Luxury,0,Credit,0
908,1709.74,26654,35,64,Bangalore,Luxury,1,Debit,0
909,1297.86,80769,22,71,Mumbai,Travel,0,Debit,0
910,1899.08,81423,71,104,Pune,Groceries,0,Debit,0
911,2951.88,29320,53,33,Hyderabad,Clothing,0,Debit,0
912,1341.05,20808,47,85,Hyderabad,Clothing,0,Debit,0
913,3121.12,52389,62,2,Mumbai,Luxury,0,Debit,1
914,2047.65,34773,36,18,Bangalore,Clothing,0,Credit,0
915,2760.68,51168,40,47,Delhi,Clothing,0,Debit,0
916,2181.2,27747,51,33,Bangalore,Electronics,1,Credit,1
917,1473.03,76396,30,101,Bangalore,Clothing,0,Credit,0
918,4742.32,83692,60,98,Bangalore,Travel,0,Credit,0
919,3818.27,57505,71,84,Mumbai,Luxury,1,Credit,1
920,701.43,85896,46,35,Mumbai,Groceries,0,Credit,0
921,4342.47,18135,53,51,Delhi,Groceries,1,Credit,0
922,2437.67,47377,39,114,Bangalore,Electronics,1,Credit,0
923,4472.87,23554,69,118,Mumbai,Groceries,1,Credit,1
924,3999.48,62491,69,18,Delhi,Groceries,0,Debit,0
925,2126.64,55621,64,110,Delhi,Luxury,0,Credit,0
926,113.32,58283,53,88,Bangalore,Luxury,0,Credit,1
927,1344.12,85140,26,72,Pune,Travel,1,Credit,0
928,2708.63,16923,56,30,Bangalore,Electronics,0,Debit,0
929,3167.76,47591,68,44,Pune,Groceries,0,Credit,0
930,1290.18,62261,36,53,Delhi,Travel,0,Debit,0
931,697.64,54336,55,10,Mumbai,Electronics,0,Credit,0
932,4174.82,74083,23,87,Hyderabad,Groceries,0,Credit,0
933,4922.03,60948,69,52,Delhi,Groceries,0,Debit,0
934,2628.93,33002,64,49,Mumbai,Luxury,0,Credit,0
935,859.22,80098,32,11,Delhi,Clothing,0,Debit,0
936,1362.26,73016,74,66,Bangalore,Electronics,1,Debit,1
937,92.93,26672,37,58,Pune,Groceries,0,Credit,0
938,4571.58,4213,26,90,Delhi,Electronics,0,Credit,0
939,589.64,10293,49,36,Mumbai,Travel,0,Debit,0
940,2883.01,55860,21,33,Bangalore,Travel,0,Debit,0
941,1371.0,62507,67,47,Hyderabad,Clothing,0,Credit,0
942,2771.34,57134,35,13,Bangalore,Groceries,1,Credit,0
943,3257.45,2100,22,40,Pune,Luxury,0,Credit,0
944,4148.88,61997,37,89,Bangalore,Groceries,0,Debit,0
945,1032.9,28172,40,68,Hyderabad,Electronics,0,Credit,0
946,55.97,20132,28,42,Mumbai,Travel,0,Debit,0
947,685.29,18199,54,19,Delhi,Electronics,0,Credit,0
948,4500.19,36609,39,82,Pune,Clothing,0,Debit,0
949,4369.58,42965,21,101,Hyderabad,Travel,0,Debit,0
950,2987.47,8016,46,94,Pune,Luxury,0,Credit,0
951,3002.98,39779,61,19,Bangalore,Travel,0,Debit,0
952,3325.52,31881,51,58,Pune,Groceries,0,Debit,1
953,877.68,82594,30,23,Hyderabad,Groceries,0,Debit,0
954,4572.15,24472,59,54,Delhi,Travel,0,Debit,1
955,2094.43,51813,26,80,Delhi,Clothing,1,Debit,1
956,1916.31,36021,59,65,Pune,Groceries,0,Credit,0
957,2595.07,54131,48,12,Mumbai,Groceries,0,Credit,0
958,235.78,24087,24,24,Pune,Luxury,1,Debit,0
959,832.25,12828,21,34,Bangalore,Travel,0,Credit,0
960,3690.43,61610,36,53,Delhi,Groceries,0,Debit,0
961,414.91,1401,59,8,Delhi,Clothing,0,Debit,0
962,3016.16,85179,47,18,Delhi,Electronics,0,Credit,0
963,1227.5,15193,48,57,Mumbai,Travel,0,Debit,0
964,1947.09,44864,52,112,Mumbai,Luxury,0,Debit,1
965,1444.18,20307,74,5,Hyderabad,Groceries,0,Debit,0
966,1779.01,19611,38,26,Pune,Clothing,0,Credit,0
967,3595.51,43791,48,30,Pune,Travel,1,Credit,0
968,1486.31,11950,36,54,Bangalore,Clothing,0,Debit,0
969,2832.46,76240,48,13,Delhi,Clothing,0,Debit,0
970,2380.78,77403,70,83,Mumbai,Luxury,0,Debit,0
971,3318.69,2745,49,29,Bangalore,Travel,0,Debit,0
972,4684.21,55243,19,3,Bangalore,Groceries,0,Debit,0
973,3663.13,3866,69,90,Mumbai,Luxury,1,Credit,1
974,1075.49,32245,27,104,Pune,Groceries,0,Credit,0
975,156.88,44724,19,58,Delhi,Electronics,0,Credit,0
976,1312.06,71354,19,76,Pune,Clothing,0,Credit,0
977,2975.79,51374,41,2,Bangalore,Electronics,0,Debit,0
978,258.08,30116,34,75,Delhi,Clothing,0,Debit,0
979,2482.33,81029,49,108,Hyderabad,Luxury,0,Credit,0
980,2984.62,20447,33,28,Bangalore,Groceries,0,Credit,0
981,1671.89,30431,33,82,Pune,Groceries,0,Debit,0
982,3854.79,17908,63,77,Pune,Luxury,0,Credit,1
983,533.88,29336,56,101,Pune,Travel,0,Debit,0
984,376.61,40992,70,86,Mumbai,Electronics,0,Debit,0
985,3641.22,55350,48,76,Bangalore,Electronics,0,Debit,0
986,2477.96,69561,60,2,Delhi,Groceries,0,Credit,0
987,3442.32,51955,41,101,Pune,Groceries,0,Credit,0
988,2174.7,61240,18,7,Pune,Groceries,0,Credit,0
989,1232.76,20093,28,26,Mumbai,Luxury,0,Credit,0
990,4095.69,6155,72,90,Delhi,Travel,1,Credit,0
991,3997.28,46607,38,88,Bangalore,Electronics,0,Debit,0
992,3473.79,33487,21,76,Hyderabad,Clothing,1,Credit,0
993,1361.45,55668,24,16,Mumbai,Luxury,0,Debit,0
994,2951.56,20963,43,23,Bangalore,Electronics,0,Debit,0
995,1805.51,50124,64,40,Hyderabad,Travel,1,Debit,1
996,458.82,52870,67,60,Pune,Luxury,0,Credit,0
997,4586.65,56547,29,73,Pune,Electronics,0,Credit,0
998,684.96,64110,48,32,Delhi,Luxury,0,Credit,0
999,4751.24,53554,34,15,Hyderabad,Electronics,1,Credit,1
1000,2230.58,20936,50,101,Pune,Electronics,1,Credit,0
1001,926.48,4426,28,13,Pune,Travel,0,Credit,0
1002,2709.96,27606,45,5,Delhi,Clothing,0,Credit,0
1003,4364.86,47832,49,75,Bangalore,Travel,0,Credit,0
1004,3661.39,28151,18,74,Pune,Electronics,0,Debit,0
1005,4033.0,79303,64,52,Mumbai,Luxury,0,Credit,1
1006,3294.26,11308,45,77,Mumbai,Travel,0,Debit,1
1007,3461.69,62522,70,41,Bangalore,Clothing,0,Debit,0
1008,4246.13,45671,59,53,Hyderabad,Electronics,0,Debit,0
1009,1249.09,2204,24,110,Delhi,Travel,0,Debit,0
1010,2447.64,31131,19,50,Mumbai,Travel,1,Credit,0
1011,1106.83,52428,59,15,Mumbai,Travel,0,Credit,0
1012,4938.35,33870,41,106,Bangalore,Travel,0,Debit,0
1013,4720.35,49067,21,7,Hyderabad,Luxury,1,Debit,1
1014,198.09,58585,61,40,Hyderabad,Clothing,0,Debit,0
1015,3528.17,21607,36,28,Bangalore,Clothing,0,Credit,1
1016,4626.32,24968,43,32,Mumbai,Electronics,0,Debit,0
1017,903.7,11908,28,99,Delhi,Groceries,0,Debit,0
1018,2840.16,26423,57,15,Mumbai,Luxury,0,Credit,0
1019,4577.53,74707,67,112,Hyderabad,Electronics,0,Debit,0
1020,170.7,78257,60,100,Mumbai,Electronics,0,Credit,0
1021,3487.4,61215,28,85,Delhi,Travel,1,Credit,1
1022,1487.45,55835,62,70,Pune,Groceries,0,Debit,0
1023,4622.06,49429,20,65,Mumbai,Groceries,0,Debit,0
1024,4855.32,82152,29,4,Bangalore,Luxury,0,Debit,1
1025,4721.39,38458,20,11,Pune,Groceries,0,Credit,0
1026,2371.6,46169,59,108,Bangalore,Electronics,0,Credit,0
1027,4310.35,7659,44,26,Bangalore,Groceries,1,Credit,1
1028,4222.9,60614,66,61,Bangalore,Groceries,0,Debit,0
1029,1596.18,77240,71,37,Mumbai,Clothing,0,Debit,0
1030,4144.75,32793,19,23,Hyderabad,Electronics,0,Debit,1
1031,186.0,46473,66,93,Pune,Groceries,0,Debit,0
1032,2981.75,55751,33,85,Delhi,Groceries,0,Debit,0
1033,1150.81,78915,19,112,Hyderabad,Travel,0,Debit,0
1034,603.71,54254,71,109,Mumbai,Groceries,0,Credit,0
1035,385.69,7006,47,109,Bangalore,Groceries,0,Credit,0
1036,3481.75,74218,37,113,Delhi,Clothing,0,Credit,0
1037,1700.03,65344,55,91,Pune,Electronics,0,Debit,0
1038,3624.11,33840,45,103,Hyderabad,Luxury,0,Credit,0
1039,327.72,32430,42,40,Hyderabad,Electronics,0,Credit,0
1040,1577.14,23091,49,77,Delhi,Travel,0,Credit,0
1041,2697.92,32983,27,23,Mumbai,Electronics,0,Debit,0
1042,3953.83,23989,59,16,Pune,Groceries,1,Debit,0
1043,1594.44,75451,57,94,Delhi,Travel,0,Credit,0
1044,3129.83,18990,50,61,Bangalore,Electronics,0,Debit,0
1045,4430.0,80360,30,68,Pune,Travel,1,Debit,0
1046,3079.7,36081,73,104,Hyderabad,Luxury,0,Debit,0
1047,1165.56,11033,58,80,Delhi,Electronics,0,Debit,0
1048,122.98,16241,71,31,Hyderabad,Groceries,0,Credit,0
1049,4350.62,5939,59,53,Hyderabad,Travel,0,Debit,0
1050,107.33,47562,64,106,Hyderabad,Clothing,0,Credit,0
1051,4373.63,35063,54,25,Mumbai,Travel,0,Credit,0
1052,2645.16,76721,71,44,Hyderabad,Clothing,0,Debit,0
1053,4695.4,27045,33,12,Bangalore,Groceries,0,Debit,0
1054,3994.12,44769,62,90,Bangalore,Luxury,0,Debit,0
1055,4989.67,47118,39,101,Pune,Clothing,0,Credit,0
1056,1754.21,84703,74,112,Hyderabad,Luxury,0,Credit,1
1057,3836.17,21625,37,97,Hyderabad,Travel,0,Credit,1
1058,2010.25,27076,67,92,Delhi,Groceries,0,Credit,0
1059,2399.9,64805,60,9,Mumbai,Clothing,0,Credit,0
1060,3137.9,44605,44,12,Pune,Travel,0,Credit,0
1061,4368.51,84565,58,69,Hyderabad,Electronics,0,Credit,0
1062,4920.43,39121,33,54,Delhi,Travel,0,Debit,1
1063,3841.6,65101,51,116,Mumbai,Luxury,1,Credit,0
1064,2089.42,31433,49,54,Pune,Groceries,0,Credit,0
1065,2107.36,43309,43,28,Pune,Groceries,0,Credit,0
1066,3688.17,67468,42,56,Hyderabad,Travel,0,Credit,1
1067,1194.65,44254,19,99,Pune,Electronics,0,Debit,0
1068,553.26,67293,29,69,Delhi,Luxury,0,Credit,1
1069,1773.76,37853,57,98,Pune,Travel,0,Credit,0
1070,1436.91,38405,26,110,Bangalore,Travel,1,Debit,1
1071,1482.24,66652,29,98,Delhi,Groceries,0,Debit,0
1072,1168.81,43527,43,77,Mumbai,Luxury,0,Credit,0
1073,211.42,77227,26,103,Mumbai,Electronics,0,Credit,0
1074,90.35,492,27,106,Hyderabad,Groceries,1,Credit,0
1075,4938.62,8811,49,109,Hyderabad,Travel,0,Credit,0
1076,2139.44,24272,74,112,Bangalore,Groceries,0,Credit,0
1077,1922.25,72010,51,58,Mumbai,Groceries,0,Credit,0
1078,3398.56,47153,65,78,Mumbai,Clothing,0,Debit,0
1079,1092.05,54110,37,75,Mumbai,Groceries,0,Debit,0
1080,4749.86,13979,56,42,Mumbai,Groceries,1,Credit,0
1081,3931.94,28328,19,38,Pune,Luxury,0,Credit,0
1082,447.97,12867,18,68,Delhi,Groceries,0,Credit,0
1083,2088.49,59234,68,53,Delhi,Electronics,0,Debit,0
1084,4395.71,25851,53,33,Bangalore,Travel,0,Credit,0
1085,4723.72,31279,41,71,Pune,Luxury,0,Debit,0
1086,2337.54,73402,71,56,Mumbai,Groceries,1,Debit,0
1087,3067.44,15449,44,105,Mumbai,Electronics,0,Credit,0
1088,836.0,76221,19,72,Hyderabad,Travel,1,Debit,1
1089,4955.85,5451,48,101,Hyderabad,Luxury,0,Credit,0
1090,1159.13,41316,74,51,Bangalore,Electronics,0,Debit,0
1091,4713.72,63064,31,74,Mumbai,Groceries,0,Credit,0
1092,3248.58,63761,19,43,Bangalore,Clothing,0,Credit,0
1093,3039.08,38870,46,15,Pune,Clothing,0,Debit,0
1094,2563.93,30873,32,38,Delhi,Luxury,0,Debit,0
1095,1154.12,58627,29,15,Mumbai,Electronics,0,Debit,0
1096,883.46,66155,54,5,Pune,Travel,0,Credit,0
1097,1103.21,25372,45,93,Mumbai,Electronics,1,Debit,0
1098,933.0,3642,37,83,Hyderabad,Clothing,0,Debit,0
1099,3898.14,28001,56,54,Bangalore,Luxury,1,Credit,1
1100,1751.28,34064,41,51,Hyderabad,Groceries,0,Credit,0
1101,290.16,14122,38,10,Delhi,Electronics,0,Debit,0
1102,4845.54,24820,27,12,Hyderabad,Clothing,0,Debit,0
1103,4419.05,68431,63,118,Mumbai,Travel,0,Debit,0
1104,4638.83,55745,31,4,Hyderabad,Luxury,0,Credit,0
1105,4974.54,50081,54,95,Mumbai,Groceries,0,Credit,0
1106,870.3,70902,35,18,Delhi,Electronics,0,Debit,0
1107,1981.81,8711,41,80,Hyderabad,Travel,0,Credit,0
1108,3791.43,85132,31,104,Bangalore,Groceries,0,Debit,0
1109,3480.41,18793,51,36,Bangalore,Clothing,0,Debit,0
1110,770.33,8199,29,25,Bangalore,Clothing,0,Credit,0
1111,4079.35,76253,39,87,Hyderabad,Travel,0,Debit,0
1112,1122.98,36191,73,76,Hyderabad,Clothing,0,Debit,0
1113,1119.86,10211,23,98,Hyderabad,Luxury,0,Credit,0
1114,2685.34,63069,53,36,Mumbai,Travel,0,Debit,0
1115,2965.11,56746,62,101,Delhi,Clothing,0,Debit,0
1116,2900.85,21542,53,67,Bangalore,Electronics,0,Credit,0
1117,458.34,31312,39,9,Mumbai,Clothing,0,Debit,0
1118,4387.43,45242,31,61,Bangalore,Luxury,0,Debit,1
1119,1328.73,55388,33,53,Mumbai,Groceries,0,Credit,0
1120,648.45,27691,53,18,Hyderabad,Groceries,0,Credit,0
1121,4443.85,77960,73,43,Bangalore,Clothing,0,Credit,1
1122,4778.3,84388,42,35,Hyderabad,Groceries,0,Debit,0
1123,4310.78,22601,49,63,Bangalore,Clothing,0,Credit,0
1124,4047.77,18020,50,119,Pune,Luxury,0,Debit,0
1125,3276.55,8155,62,98,Mumbai,Groceries,0,Credit,0
1126,2754.74,69119,53,105,Pune,Electronics,0,Debit,0
1127,435.85,81051,37,78,Mumbai,Clothing,0,Debit,0
1128,2042.86,36777,35,4,Delhi,Groceries,0,Credit,0
1129,1864.07,19710,55,93,Bangalore,Luxury,0,Debit,0
1130,1299.51,24532,20,41,Delhi,Luxury,1,Debit,1
1131,3617.38,18601,40,45,Delhi,Electronics,1,Credit,1
1132,2479.88,63227,49,50,Mumbai,Luxury,0,Debit,0
1133,406.15,4967,62,79,Pune,Luxury,0,Debit,1
1134,1101.7,84289,33,28,Hyderabad,Groceries,0,Debit,0
1135,3416.61,20022,22,42,Mumbai,Clothing,0,Credit,0
1136,381.58,43463,21,80,Hyderabad,Travel,0,Credit,0
1137,4256.18,74671,38,76,Delhi,Luxury,1,Credit,1
1138,2476.24,5722,57,116,Hyderabad,Luxury,0,Credit,0
1139,2403.45,27413,68,69,Pune,Travel,0,Credit,0
1140,2962.45,81050,31,98,Mumbai,Luxury,0,Credit,0
1141,4123.58,85867,56,106,Pune,Groceries,0,Credit,0
1142,1739.7,83596,48,1,Pune,Groceries,1,Credit,1
1143,3390.4,66732,31,39,Mumbai,Travel,1,Debit,0
1144,2829.09,12297,23,96,Pune,Luxury,0,Debit,1
1145,1335.87,68323,29,90,Bangalore,Luxury,0,Debit,1
1146,4393.27,23816,33,17,Bangalore,Clothing,0,Debit,0
1147,3987.33,40695,34,112,Bangalore,Luxury,0,Credit,0
1148,3292.6,19702,62,91,Hyderabad,Groceries,0,Debit,0
1149,4253.06,25242,40,88,Pune,Electronics,0,Debit,1
1150,4336.6,55841,31,35,Mumbai,Electronics,0,Debit,0
1151,3542.11,67712,24,46,Mumbai,Electronics,0,Debit,0
1152,4185.23,85663,63,42,Hyderabad,Electronics,0,Debit,0
1153,3487.66,53574,49,118,Mumbai,Luxury,0,Credit,0
1154,3401.02,85744,32,39,Bangalore,Luxury,1,Credit,0
1155,3093.44,28482,61,90,Pune,Clothing,1,Debit,1
1156,3763.83,9171,34,49,Mumbai,Luxury,1,Debit,0
1157,793.87,3696,58,62,Mumbai,Electronics,0,Debit,0
1158,4404.47,20058,71,38,Delhi,Travel,0,Debit,0
1159,4359.35,20313,64,23,Delhi,Travel,0,Credit,1
1160,147.21,19149,61,22,Delhi,Groceries,0,Debit,0
1161,4129.26,53521,51,4,Pune,Groceries,0,Credit,1
1162,645.22,45740,22,49,Bangalore,Luxury,0,Debit,0
1163,1676.26,4956,62,59,Bangalore,Travel,0,Credit,0
1164,3717.8,75731,44,73,Bangalore,Electronics,1,Credit,1
1165,804.64,82612,69,68,Pune,Electronics,0,Credit,0
1166,4090.02,66641,40,71,Pune,Electronics,0,Debit,1
1167,4160.84,63811,57,87,Delhi,Luxury,0,Debit,0
1168,2537.83,52160,31,2,Mumbai,Luxury,0,Credit,0
1169,32.92,51313,32,49,Hyderabad,Clothing,1,Debit,0
1170,1435.9,63232,60,88,Hyderabad,Electronics,0,Debit,0
1171,3085.02,15417,50,104,Mumbai,Electronics,1,Credit,1
1172,4905.95,24729,70,119,Delhi,Luxury,0,Debit,0
1173,3159.44,30099,48,95,Mumbai,Luxury,0,Credit,1
1174,1299.76,29961,52,111,Mumbai,Clothing,0,Debit,0
1175,3170.39,12602,34,31,Hyderabad,Clothing,0,Debit,1
1176,2700.39,9256,45,111,Delhi,Groceries,0,Credit,0
1177,3899.45,86120,36,40,Pune,Travel,0,Credit,0
1178,535.8,34681,63,48,Hyderabad,Electronics,0,Credit,0
1179,3805.38,64789,71,51,Pune,Electronics,0,Credit,0
1180,2706.79,43361,40,43,Delhi,Clothing,0,Debit,0
1181,4815.0,64503,49,98,Mumbai,Clothing,1,Debit,1
1182,1710.02,34540,57,55,Bangalore,Groceries,0,Debit,0
1183,3163.48,26536,30,88,Bangalore,Travel,0,Credit,0
1184,4660.21,84700,37,49,Delhi,Groceries,0,Debit,0
1185,513.45,63043,52,90,Bangalore,Travel,1,Debit,0
1186,4686.21,78532,22,80,Pune,Electronics,1,Debit,0
1187,3439.74,56575,26,57,Bangalore,Groceries,0,Credit,0
1188,340.12,2871,46,111,Delhi,Clothing,0,Credit,0
1189,1505.52,46002,23,77,Delhi,Groceries,0,Debit,0
1190,3541.15,49812,42,15,Pune,Groceries,1,Debit,0
1191,337.69,22626,48,27,Bangalore,Electronics,1,Credit,0
1192,2911.27,59979,39,68,Bangalore,Clothing,1,Credit,0
1193,1730.07,76057,19,80,Mumbai,Clothing,0,Credit,0
1194,3104.96,66668,62,64,Hyderabad,Luxury,0,Credit,1
1195,229.66,80070,22,94,Delhi,Luxury,1,Debit,1
1196,4357.81,42998,44,108,Mumbai,Luxury,0,Credit,0
1197,4867.47,63814,42,30,Delhi,Electronics,0,Debit,0
1198,4844.42,45607,25,36,Mumbai,Groceries,0,Credit,1
1199,3748.51,7812,72,67,Hyderabad,Clothing,1,Debit,0
1200,651.3,61844,18,86,Mumbai,Clothing,0,Debit,0
1201,3791.56,70093,37,113,Delhi,Groceries,0,Credit,1
1202,123.91,2179,61,86,Bangalore,Clothing,0,Debit,0
1203,111.6,43798,40,114,Delhi,Groceries,0,Debit,0
1204,1618.73,74601,49,114,Pune,Electronics,0,Debit,0
1205,2443.73,8275,28,119,Pune,Electronics,0,Credit,0
1206,3852.27,50574,56,49,Pune,Electronics,0,Credit,0
1207,3416.79,47857,64,76,Pune,Groceries,0,Credit,1
1208,2230.07,20700,71,55,Hyderabad,Groceries,1,Debit,0
1209,1368.86,39464,41,85,Bangalore,Travel,0,Debit,0
1210,4985.63,42351,28,56,Bangalore,Clothing,0,Debit,0
1211,2131.48,82534,46,68,Delhi,Clothing,1,Debit,1
1212,2257.48,13869,71,95,Mumbai,Travel,0,Credit,0
1213,818.96,60315,43,44,Delhi,Travel,0,Debit,0
1214,3974.25,20954,33,31,Delhi,Electronics,0,Debit,0
1215,3468.72,31555,52,58,Delhi,Travel,0,Debit,0
1216,1104.63,63353,37,87,Delhi,Groceries,0,Credit,0
1217,412.82,82190,63,118,Bangalore,Luxury,0,Debit,1
1218,3402.82,45026,20,53,Mumbai,Groceries,0,Credit,0
1219,3272.9,46976,18,84,Delhi,Travel,0,Credit,0
1220,1367.02,80578,70,79,Bangalore,Clothing,0,Debit,0
1221,4754.37,45095,64,23,Delhi,Groceries,0,Debit,0
1222,756.14,14270,18,28,Pune,Clothing,0,Debit,0
1223,2162.24,30908,34,16,Delhi,Groceries,0,Debit,0
1224,4718.14,15523,19,37,Delhi,Clothing,0,Credit,0
1225,2099.22,62433,46,21,Hyderabad,Groceries,0,Credit,0
1226,3192.99,47068,37,79,Pune,Clothing,0,Credit,0
1227,1988.57,19991,23,17,Mumbai,Luxury,0,Credit,1
1228,1371.8,10775,25,114,Delhi,Electronics,1,Credit,0
1229,4919.9,77801,46,37,Mumbai,Groceries,1,Credit,0
1230,2047.26,84995,65,77,Pune,Luxury,0,Credit,1
1231,4470.6,61250,68,19,Delhi,Electronics,0,Credit,0
1232,1150.54,16673,50,30,Hyderabad,Groceries,0,Credit,0
1233,1066.31,27056,20,45,Bangalore,Luxury,1,Credit,1
1234,156.64,6614,52,18,Hyderabad,Luxury,0,Debit,0
1235,3258.68,7415,22,78,Hyderabad,Luxury,0,Debit,1
1236,1843.26,43884,44,62,Bangalore,Travel,0,Debit,0
1237,4321.93,16964,61,36,Bangalore,Clothing,0,Credit,1
1238,2366.58,37726,29,100,Bangalore,Electronics,1,Debit,1
1239,4841.0,37044,37,84,Delhi,Clothing,0,Credit,0
1240,928.44,57149,62,52,Mumbai,Clothing,0,Credit,0
1241,4343.25,37544,37,19,Mumbai,Clothing,0,Debit,0
1242,3883.21,49976,26,109,Bangalore,Luxury,0,Credit,1
1243,3854.84,32252,56,44,Hyderabad,Clothing,0,Debit,0
1244,4224.07,3832,21,7,Pune,Travel,0,Credit,0
1245,3805.36,80437,68,44,Bangalore,Groceries,0,Credit,0
1246,3131.48,34148,71,117,Hyderabad,Luxury,0,Debit,1
1247,657.09,61240,36,68,Hyderabad,Electronics,0,Debit,0
1248,163.6,85076,55,34,Delhi,Groceries,0,Debit,0
1249,4604.32,77116,44,66,Delhi,Groceries,0,Debit,0
1250,3083.63,53459,62,69,Mumbai,Groceries,0,Debit,0
1251,3982.89,38402,60,55,Mumbai,Clothing,0,Debit,0
1252,2408.13,57727,30,10,Pune,Clothing,0,Credit,0
1253,587.42,38578,30,96,Pune,Luxury,0,Credit,1
1254,626.8,22318,74,42,Pune,Clothing,0,Credit,0
1255,3428.14,75715,39,41,Pune,Clothing,0,Credit,0
1256,2152.1,77787,45,77,Hyderabad,Clothing,0,Debit,0
1257,1003.42,85029,69,103,Hyderabad,Luxury,0,Credit,0
1258,2458.48,20466,64,69,Mumbai,Luxury,0,Credit,0
1259,321.98,45475,70,10,Delhi,Travel,1,Debit,0
1260,2910.28,60142,62,10,Delhi,Travel,0,Credit,0
1261,1345.7,85160,39,102,Bangalore,Travel,1,Debit,0
1262,3988.0,26564,60,91,Hyderabad,Travel,0,Debit,0
1263,1552.5,22412,36,60,Pune,Groceries,0,Debit,0
1264,2276.65,51001,25,51,Pune,Groceries,0,Credit,0
1265,59.09,57649,69,21,Bangalore,Travel,0,Debit,0
1266,363.16,60957,25,8,Delhi,Travel,0,Credit,0
1267,1963.08,35517,59,65,Pune,Electronics,0,Credit,0
1268,2400.21,13156,43,92,Delhi,Groceries,0,Credit,0
1269,3000.5,23064,65,113,Bangalore,Electronics,0,Debit,0
1270,1459.02,25711,68,103,Delhi,Electronics,0,Debit,0
1271,3475.21,30106,43,78,Delhi,Clothing,0,Debit,0
1272,4300.75,65458,40,85,Delhi,Luxury,0,Credit,0
1273,3899.48,16589,60,30,Pune,Groceries,0,Credit,0
1274,199.05,7214,30,85,Mumbai,Travel,0,Debit,0
1275,2403.05,85731,45,49,Hyderabad,Travel,0,Credit,0
1276,525.55,27127,26,9,Delhi,Luxury,0,Debit,0
1277,1210.98,5141,37,17,Delhi,Groceries,0,Debit,0
1278,4933.33,28884,73,69,Delhi,Travel,0,Credit,0
1279,713.34,2708,36,58,Mumbai,Travel,0,Credit,0
1280,2494.94,18375,65,57,Bangalore,Clothing,0,Debit,0
1281,3091.16,15088,56,62,Pune,Electronics,1,Credit,0
1282,3512.62,57615,68,95,Mumbai,Travel,0,Debit,0
1283,2798.68,45046,29,52,Delhi,Groceries,0,Debit,0
1284,49.84,10014,32,61,Mumbai,Luxury,0,Credit,0
1285,1632.98,64425,48,40,Mumbai,Clothing,0,Debit,0
1286,2589.04,3273,72,38,Mumbai,Groceries,0,Credit,0
1287,440.24,47135,31,43,Bangalore,Clothing,0,Debit,0
1288,1753.78,30881,28,63,Hyderabad,Electronics,0,Credit,0
1289,166.98,78077,43,19,Pune,Travel,1,Credit,0
